clause_id,clause_text,category_produk,asp_kualitas_produk,asp_kesesuaian_deskripsi,asp_harga_value,asp_ukuran_varian,asp_rasa_kualitas_makanan,asp_kemasan,asp_pengiriman,asp_pelayanan_penjual,asp_kelengkapan,asp_keaslian,asp_kemudahan_penggunaan,sentimen,catatan_pelabel
r013406_c0,lumayan untuk harga yang semurah ini,electronics,,,,,,,,,,,,,
fresh_2e88b1a1ce,bahan:katun tekstur:lembut desain:cutting belah sesuai harga lah lumayan buat ganti ganti terima kasih,fashion,,,,,,,,,,,,,
fresh_7897b51515,barang yang di kirimkan rusak kecewa bnget,fashion,,,,,,,,,,,,,
r000094_c2,terus menghubungi cs nya,electronics,,,,,,,,,,,,,
r002775_c1,tidak sesuai,fashion,,,,,,,,,,,,,
r022776_c1,sesuai produk terima kasih bos respon cepat nya,electronics,,,,,,,,,,,,,
r037016_c1,mudah dipakai,other,,,,,,,,,,,,,
r032571_c0,pengiriman cepat,electronics,,,,,,,,,,,,,
fresh_7c6d490e2b,kenyamanan:enak tekstur:meral desain:ok jujur warna ny tidak sesuai ekspetasi ak,fashion,,,,,,,,,,,,,
r017891_c3,saya yang tinggi 165 berat 60 saja kegedean banget untuk ukuran m nya,fashion,,,,,,,,,,,,,
r030279_c0,bagus original,electronics,,,,,,,,,,,,,
fresh_a0b0f5df08,dan saya chekout ke dua kali nya malah yang dateng warna hitam lagi,fashion,,,,,,,,,,,,,
r033124_c0,barang ori,electronics,,,,,,,,,,,,,
r014206_c2,recommended seller banget,electronics,,,,,,,,,,,,,
fresh_73322326fd,kenyamanan:td tau tekstur:licin desain:b saja terawang banget minta hitam dkirim putih,fashion,,,,,,,,,,,,,
fresh_82d93c4d29,bahan:nyaman dan tidak panas,fashion,,,,,,,,,,,,,
r014728_c2,tidak bisa kaki sakit,fashion,,,,,,,,,,,,,
r015659_c1,nya sesuai gambar mungkin size&#39,fashion,,,,,,,,,,,,,
r013731_c1,cuman produk g sesuai pesanan warna,electronics,,,,,,,,,,,,,
r038862_c1,karena ibu saya senang,other,,,,,,,,,,,,,
fresh_045857795e,ya sudah lah,fashion,,,,,,,,,,,,,
r001413_c0,sudah tanya sebelumnya sama penjualnya ada tidak balon warna gold dama silver,craft,,,,,,,,,,,,,
r000557_c2,edit: rasanya juga asin banget,food_beverage,,,,,,,,,,,,,
r037828_c1,sangat puas dengan produk dan pelayanannya yang sangat cepat,other,,,,,,,,,,,,,
r005807_c1,untuk mollar jangan pakai yang ini :),craft,,,,,,,,,,,,,
r003045_c2,manual pake bahasa china sulit dipahami,other,,,,,,,,,,,,,
r004366_c0,minta size 43 yang dikirim size 44,fashion,,,,,,,,,,,,,
r004852_c0,kemasannya kurang baikk kotakya tidak rapih seperti bekas,other,,,,,,,,,,,,,
r000524_c0,enak enak enak enak sekali,food_beverage,,,,,,,,,,,,,
r002369_c0,pengiriman cepat + aman banyak bubble wrap,other,,,,,,,,,,,,,
r020679_c2,sudah dicoba smua berfungsi baik,electronics,,,,,,,,,,,,,
r017397_c6,bahkan lebih banyak bonus nya dari pada apa yang saya beli,fashion,,,,,,,,,,,,,
r014883_c0,sedap gurih,fashion,,,,,,,,,,,,,
r022343_c0,terima kasih gan barang sudah saya terima dengan baik,electronics,,,,,,,,,,,,,
r014111_c3,bonus atau gimana ya sis,electronics,,,,,,,,,,,,,
r014122_c3,barangnya bagus bonusnya yahud,electronics,,,,,,,,,,,,,
r028599_c0,respon sangat cepat,electronics,,,,,,,,,,,,,
r036108_c1,kirimnya cepat responnya cepat puaslah sama pelayanannya,other,,,,,,,,,,,,,
r002355_c0,mantap ori,other,,,,,,,,,,,,,
r005813_c0,barang dan isinya sesuai pesanan,craft,,,,,,,,,,,,,
r002507_c18,penjualnya ramah banget,electronics,,,,,,,,,,,,,
r029934_c0,mantap barang bagus,electronics,,,,,,,,,,,,,
r006002_c1,barang asli krisbow,craft,,,,,,,,,,,,,
r017397_c5,dan dapat bonus banyak sekali,fashion,,,,,,,,,,,,,
fresh_d3b7d9becd,kenyamanan:kurang beli baju baru dikasih baju bolong,fashion,,,,,,,,,,,,,
r000567_c0,kue nya pas dateng dicoba asem,food_beverage,,,,,,,,,,,,,
r022860_c0,oke gan manntap gan,electronics,,,,,,,,,,,,,
fresh_2e96f2bd19,ini warna nya aga ke ungu' an gtu bukan pink muda,fashion,,,,,,,,,,,,,
r002371_c2,barang bagus dan ori,other,,,,,,,,,,,,,
r011633_c2,murah meriah,electronics,,,,,,,,,,,,,
r002552_c0,dikirimnya lama,electronics,,,,,,,,,,,,,
r004144_c1,kualitas sesuai harga,fashion,,,,,,,,,,,,,
r014120_c0,responnya cepat banget pengiriman cepat banget barang oke bgt,electronics,,,,,,,,,,,,,
r020871_c0,packing rapi,electronics,,,,,,,,,,,,,
r003108_c2,dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya,electronics,,,,,,,,,,,,,
fresh_1aefe8bc45,jelas2 hitam nympenya merah,fashion,,,,,,,,,,,,,
r004919_c0,barang sudah sampai,electronics,,,,,,,,,,,,,
r013731_c2,di box hitam isinya doreng,electronics,,,,,,,,,,,,,
r000523_c2,rasanya mantap,food_beverage,,,,,,,,,,,,,
r022394_c1,sudah dipake enak barang nya alhamdulillah tidak ada kendala,electronics,,,,,,,,,,,,,
fresh_0a41eb8d67,kenyamanan:nyaman bahan:bagus kok desain:bagus cuman bolong dikitt,fashion,,,,,,,,,,,,,
r001304_c0,cepat resp seller pengiriman cepat packaging rapih aman barang lengkap sesuaii thankss a lott,other,,,,,,,,,,,,,
r009152_c0,pengiriman cepat barang sesuai dengan harga,fashion,,,,,,,,,,,,,
fresh_79b1dbc793,adem ngak bikin gerah,fashion,,,,,,,,,,,,,
r022764_c1,recomm sudah top marktop,electronics,,,,,,,,,,,,,
r035444_c0,standar sesuai harga,other,,,,,,,,,,,,,
r022682_c4,but oke lah,electronics,,,,,,,,,,,,,
r016838_c1,pengiriman super cepat,fashion,,,,,,,,,,,,,
fresh_78307a1b8b,bahan:bahan baju warna coklatnya halus halo kak kenapa ya chat saya tidak di balas kecewa sedikit pesannya warna putih 1 dan coklat,fashion,,,,,,,,,,,,,
r004812_c3,chat tidak pernah di bls,other,,,,,,,,,,,,,
r003680_c6,boro2 dikonsumsi,other,,,,,,,,,,,,,
r002835_c0,seller ramah,fashion,,,,,,,,,,,,,
r006700_c0,barang bagus pake banget pengiriman mantap,craft,,,,,,,,,,,,,
r028569_c0,barang tidak sesuai dengan yang original bawaannya,electronics,,,,,,,,,,,,,
r013134_c3,main jadi lebih asik,electronics,,,,,,,,,,,,,
r018413_c0,produk ori lengkap dengan box,fashion,,,,,,,,,,,,,
r003385_c1,penjualnya ramah banget nyaman di punggung packaging aman,other,,,,,,,,,,,,,
fresh_0e7564e529,sudah brpa kali di krim tidak sesuai ukurn yang di pesan,fashion,,,,,,,,,,,,,
r003941_c2,tp barang yang datang penyok,other,,,,,,,,,,,,,
r015606_c2,nyaman dipakai,fashion,,,,,,,,,,,,,
r022948_c0,barang yang di pesan tidak sesuai pesanan,electronics,,,,,,,,,,,,,
r003345_c0,nyaman banget dipakai,other,,,,,,,,,,,,,
fresh_e3aecd4bbf,kaos yang warna terang sedikit nerawang but it’s oke overall bagus,fashion,,,,,,,,,,,,,
fresh_fff78a95de,bahan:kualitasnya sesuai standar tekstur:sangat lembut dan nyaman desain:imut dan menarik perhatian baru kali ini nemu kaos yang lucu banget terus bagus banget lagi,fashion,,,,,,,,,,,,,
fresh_99485864f4,bahan:lumayan desain:oke tekstur:lembut pengemasan dan pengiriman cepat packaging standar dan aman,fashion,,,,,,,,,,,,,
r002837_c2,rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi,fashion,,,,,,,,,,,,,
r039049_c0,terimakasih barang sudah sampai,other,,,,,,,,,,,,,
r014769_c0,suka banget 😍 nyaman dipake,fashion,,,,,,,,,,,,,
r038893_c0,cukup sudah lumayan gan ukuran dan warna sesuai dengan foto,other,,,,,,,,,,,,,
r022999_c0,produk sesuai spek,electronics,,,,,,,,,,,,,
fresh_b3296d581b,tokony g amanah,fashion,,,,,,,,,,,,,
r022671_c3,sudah dicoba dan bagus,electronics,,,,,,,,,,,,,
fresh_da156ecbea,eman juga beli dngn harga 40rb an,fashion,,,,,,,,,,,,,
r022621_c0,bagus lumayan dengan harga segini,electronics,,,,,,,,,,,,,
r008411_c2,mdh&#34,electronics,,,,,,,,,,,,,
r004231_c3,bisa kepakek untuk di rumah saja warnanya cantik,fashion,,,,,,,,,,,,,
fresh_8c7e75e3e7,kenyamanan:saya beli hitam sama mahogani bahan beda beda ademan yang mahogani,fashion,,,,,,,,,,,,,
r002748_c0,tidak sesuai gambar depan terlalu pendek,fashion,,,,,,,,,,,,,
r033304_c0,kualitas oke pemakaian pas recommended,fashion,,,,,,,,,,,,,
fresh_983ce7b1d9,yang ini pesen warna coksu dan mahogany,fashion,,,,,,,,,,,,,
fresh_884822fc42,seller no respon bad banget,fashion,,,,,,,,,,,,,
r028065_c4,barang sesuai dengan gambar,electronics,,,,,,,,,,,,,
fresh_4d8dc33244,saran min buat bahan konsisten dan jahitan dibuat lebih rapi,fashion,,,,,,,,,,,,,
r018298_c0,ori fossil,fashion,,,,,,,,,,,,,
r003715_c5,kurir beratnggung jawab dan pesankan lagi warna hitam pakai toko online lain,other,,,,,,,,,,,,,
r025769_c1,responnya cepat tanpa banyak basa-basi langsung dikirim &amp,electronics,,,,,,,,,,,,,
r011904_c0,kwalitas sesuai dengan harga nya,electronics,,,,,,,,,,,,,
r014427_c0,produk oke packing rapih dan pengiriman cepat,electronics,,,,,,,,,,,,,
r002507_c11,suaranya gurih,electronics,,,,,,,,,,,,,
r036021_c3,tidak dapet warna pink,other,,,,,,,,,,,,,
fresh_8379b05f35,jujur sedikit kecewa,fashion,,,,,,,,,,,,,
r019936_c2,dan juga ori,fashion,,,,,,,,,,,,,
r003393_c2,panjang tongkat 100cm ada 2 sisi,electronics,,,,,,,,,,,,,
r016395_c1,pengiriman tettunda sama saja pake jne mahal di ongkir pake gosend kalau tertunda sperti ini,fashion,,,,,,,,,,,,,
fresh_304389ac05,bahan:bahan nya adem tekstur:sangat lembut & nyaman desain:menarik,fashion,,,,,,,,,,,,,
fresh_b55539f84b,real pict sesuai yang di live pokoknya sukaa 🥰💖 terimakasih seller 🙏🥰,fashion,,,,,,,,,,,,,
r002499_c4,dan ada bonus kartu perdana smartfren,electronics,,,,,,,,,,,,,
fresh_8e87c162bf,saya chekout nya warna coklat😕,fashion,,,,,,,,,,,,,
r022589_c0,l 2 di pencet rada kurang enak,electronics,,,,,,,,,,,,,
r022948_c3,rugi,electronics,,,,,,,,,,,,,
fresh_9a494cd60e,pas di badan suka sama baju nya,fashion,,,,,,,,,,,,,
fresh_3ee23c9cc6,untuk barang sih sesuai ya size l,fashion,,,,,,,,,,,,,
r036110_c0,terima kasih barang sudah diterima dengan baik,other,,,,,,,,,,,,,
r003344_c1,ada hooknya yang bisa ditarik jadi kalau celana kegedean,other,,,,,,,,,,,,,
r004137_c4,bahannya memang random dan tidak bisa milih,fashion,,,,,,,,,,,,,
r013133_c1,enak d pake ngegame,electronics,,,,,,,,,,,,,
r027502_c1,kok tidak bisa digunakan yaa,electronics,,,,,,,,,,,,,
fresh_5b9fa286e0,bahan:lembut tidak nerawang desain:simpel tekstur:lembut pas dibadan,fashion,,,,,,,,,,,,,
fresh_3d40b274c4,nyaman dan pas si ukuranku,fashion,,,,,,,,,,,,,
r015342_c2,biasanya pesan sepatu ukuran 36,fashion,,,,,,,,,,,,,
r034140_c0,barang sampai kurang dari 1 jam,other,,,,,,,,,,,,,
r003561_c13,dengan harg lumayan mahal,other,,,,,,,,,,,,,
r026853_c0,lengkap sesuai pesanan,electronics,,,,,,,,,,,,,
r002357_c0,cepat response pengiriman cepat packing aman dan rapi buku ori harga bersaing,other,,,,,,,,,,,,,
r022655_c1,cepat respon packing rapi dan sesuai pesanan,electronics,,,,,,,,,,,,,
fresh_f396284046,lain kali kalau jualan yang amanah,fashion,,,,,,,,,,,,,
r022507_c1,di packing pakai kresek😂😂,electronics,,,,,,,,,,,,,
r036059_c1,pengiriman sangat cepat langsung dikirim pada hari pembayaran produk juga seperti di gambar bagus quality sya ksh 5 stars ^^,other,,,,,,,,,,,,,
r000793_c1,packing safety bingitz,other,,,,,,,,,,,,,
r028276_c0,mantap barang dkrim sesuai deskripsi,electronics,,,,,,,,,,,,,
r011624_c0,kwalitas barang sesuai harga,electronics,,,,,,,,,,,,,
fresh_edf330cfe5,tidak papa ini sebagai peringatan saja lain kali jngn kek gini lagi ke kostumer lainx yaa👍🏻,fashion,,,,,,,,,,,,,
r036668_c1,kemasan oke,other,,,,,,,,,,,,,
fresh_4e2df7ccf0,yang mahogany terlalu kecil bukan uk l itu,fashion,,,,,,,,,,,,,
r001717_c0,barang tidak lengkap,craft,,,,,,,,,,,,,
r017479_c0,ah kereen banged sepatunya,fashion,,,,,,,,,,,,,
fresh_36c55d7ebd,-bukan warna yang saya mau ini tokohnya tidak merhatiin kah pembelinya warna apa,fashion,,,,,,,,,,,,,
r002193_c2,eh ada bonus nya juga ya,other,,,,,,,,,,,,,
r000576_c6,manis buatan banget,food_beverage,,,,,,,,,,,,,
r022694_c2,kondisi mulus sesuai dengan deskripsi,electronics,,,,,,,,,,,,,
fresh_5d3860188c,buat di anak usia 7 tahun,fashion,,,,,,,,,,,,,
r016641_c1,packing rapi,fashion,,,,,,,,,,,,,
fresh_ff91067013,tidak sesuai pesanan yang di pesan 2 yang datang satu,fashion,,,,,,,,,,,,,
r000577_c0,sangat tidak cocok dengan yang tidak suka manis,food_beverage,,,,,,,,,,,,,
r035964_c1,bagus,other,,,,,,,,,,,,,
r002926_c2,warnanya bagus,fashion,,,,,,,,,,,,,
r035443_c3,sesaknya luar biasa,other,,,,,,,,,,,,,
r025791_c1,dan sesuai deskripsi seller cepat respon,electronics,,,,,,,,,,,,,
r004847_c1,alhasil dusnya babakbelur penyok & sobek sana sini,other,,,,,,,,,,,,,
r003802_c2,bukan buku original,other,,,,,,,,,,,,,
r006695_c0,mantap,craft,,,,,,,,,,,,,
r000094_c4,hadeuhh,electronics,,,,,,,,,,,,,
fresh_cd6b6e17f6,bahan:kaos adem desain:lucu tekstur:lembut adem tidak panas kaosnya lembut di ukiran l nya,fashion,,,,,,,,,,,,,
r034115_c6,lengkap dengan plastik pembungkus nya,other,,,,,,,,,,,,,
r014870_c0,bagusbtas,fashion,,,,,,,,,,,,,
r013703_c0,mantap barang sesuai deskripsi terima kasih,electronics,,,,,,,,,,,,,
r014799_c2,produk dikirimkan dengan tutorial penggunaan yang sangat efektif membersihkan kotoran,fashion,,,,,,,,,,,,,
r013672_c0,barang bagus,electronics,,,,,,,,,,,,,
fresh_d075c5004d,sudah 1 minggu loh nungguin balasan,fashion,,,,,,,,,,,,,
r014106_c1,pas banget dengan body miro,electronics,,,,,,,,,,,,,
fresh_4117c3de05,kecewa sih sama toko ini order nya yang warna coklat yang dateng malah warna hitam tidak sesuai bangett,fashion,,,,,,,,,,,,,
r013897_c3,bagus seller,electronics,,,,,,,,,,,,,
r033303_c1,size pas untuk ukuran lokal,fashion,,,,,,,,,,,,,
fresh_5275da42cd,mines bukan warna yang saya mau tekstur:bahannya kaos tidak gerah juga enak ko,fashion,,,,,,,,,,,,,
fresh_ee71b74cdc,bahan:sejuk dan nyaman desain:modern tekstur:sangat lembut dan halus kaos wanita polos bagus banget modelnya trus bawahnya oval lg jahitan rapih bahan adem lembut nyaman dikulit,fashion,,,,,,,,,,,,,
r034139_c1,lama nya kirim barang nya,other,,,,,,,,,,,,,
r000369_c0,proses cepat produk bagus finising mulus,other,,,,,,,,,,,,,
r000413_c3,sambel ttp enak,food_beverage,,,,,,,,,,,,,
fresh_a3800afc77,bahannya tidak tipis enaken,fashion,,,,,,,,,,,,,
fresh_643c607b7f,bahan:enakeun tekstur:lembut desain:suka bagus jangan ragu untuk beli di toko ini saya sudah beli dua kali alhamdulillah tokonya amanah masya allah berkah sllu dan sehat sllu makasih🙏,fashion,,,,,,,,,,,,,
r000139_c0,kualitas suara oke banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa,electronics,,,,,,,,,,,,,
r037628_c0,barang bagus lengkap sesuai pesanan,other,,,,,,,,,,,,,
